Job Title,Company,Experience Needed,Salary,Vacancy Link
Data Analyst,Cognizant,4-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-cognizant-hyderabad-secunderabad-4-to-8-years-100423001061
Data Analyst,Rockwell Automation,2-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-rockwell-automation-pune-2-to-5-years-040323500332
SE-Developer-Data Analyst,Renault,7-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-se-developer-data-analyst-renault-india-pvt-ltd-chennai-7-to-8-years-010223500868
Data Services Analyst,Insentapp,2-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-services-analyst-discoverorg-chennai-2-to-4-years-130423501403
Data Analyst,Tech Mahindra,4-8 Yrs,5-15 Lacs PA,https://www.naukri.com/job-listings-data-analyst-tech-mahindra-hyderabad-secunderabad-4-to-8-years-310323005810
Data Analyst,Adidas,4-9 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-adidas-group-gurgaon-gurugram-4-to-9-years-130922501182
Accounting Control - Data Trace and Control Analyst,BNP Paribas,3-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-accounting-control-data-trace-and-control-analyst-bnp-paribas-mumbai-3-to-4-years-120423500066
Data Analyst,Essenware Private Limted,1-3 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-essenware-private-limted-warangal-hyderabad-secunderabad-nizamabad-1-to-3-years-310323502212
Data Analyst,Essenware Private Limted,1-3 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-essenware-private-limted-hyderabad-secunderabad-1-to-3-years-300323500731
Data Analyst at Electronic Arts,EA Games (Electronic Arts),3-6 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-at-electronic-arts-electronic-arts-hyderabad-secunderabad-3-to-6-years-180621500703
DATA ANALYST,Dr Reddys,2-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-dr-reddys-laboratories-ltd-hyderabad-secunderabad-2-to-5-years-031222500393
Data Analyst - 10,Michelin,1-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-10-michelin-pune-1-to-4-years-031122500514
Operation Executive cum Data Analyst,Busisol Sourcing (India),4-7 Yrs,Not disclosed,https://www.naukri.com/job-listings-operation-executive-data-analyst-busisol-sourcing-india-pvt-ltd-mumbai-4-to-7-years-050822501100
Data Analyst,Alp Consulting,2-3 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-alp-consulting-ltd-hubli-mangaluru-mangalore-mysore-mysuru-bangalore-bengaluru-belagavi-belgaum-2-to-3-years-290323503073
Data Analyst,Alp Consulting,4-6 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-alp-consulting-ltd-hubli-mangaluru-mangalore-mysore-mysuru-bangalore-bengaluru-belagavi-belgaum-4-to-6-years-290323503072
Salesforce Data Analyst,Pluralsight,2-3 Yrs,Not disclosed,https://www.naukri.com/job-listings-salesforce-data-analyst-pluralsight-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-2-to-3-years-290323500920
Data Analyst,Wiser Solutions,3-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-wiser-solutions-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-3-to-4-years-290323500808
Sustainability Data Analyst,Link Group,1-2 Yrs,Not disclosed,https://www.naukri.com/job-listings-sustainability-data-analyst-link-group-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-1-to-2-years-280323501038
Data Analyst,Myntra,1-3 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-myntra-com-bangalore-bengaluru-1-to-3-years-280323500806
Payer Data Analyst,Star4rall It Solutions,3-7 Yrs,Not disclosed,https://www.naukri.com/job-listings-payer-data-analyst-star4rall-it-solutions-private-limited-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-3-to-7-years-170323502157
Data Analyst,Razorpay,3-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-razorpay-bangalore-bengaluru-3-to-5-years-160323501199
Data Analyst,NNE Pharmaplan,1-2 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-nne-pharmaplan-bangalore-bengaluru-1-to-2-years-100423500543
Data Analyst || Bangalore || Male/ Female || 1yr To 5yr,TeamLease,1-5 Yrs,2-4 Lacs PA,https://www.naukri.com/job-listings-data-analyst-bangalore-male-female-1yr-to-5yr-teamlease-bangalore-bengaluru-1-to-5-years-060423005815
Data Analyst,Lynk,2-3 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-lynk-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-2-to-3-years-060323501827
Presales Data Analyst,Dilytics,3-10 Yrs,Not disclosed,https://www.naukri.com/job-listings-presales-data-analyst-dilytics-technologies-private-limited-hyderabad-secunderabad-3-to-10-years-110423501691
Data Analyst,Clarivate,2-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-clarivate-analytics-bangalore-bengaluru-2-to-4-years-180123501763
Walmart Data Analyst,Kaliber Global,2-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-walmart-data-analyst-kaliber-global-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-2-to-5-years-270223500401
Data Analyst,Nichepro Technologies,2-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-nichepro-technologies-pvt-ltd-bangalore-bengaluru-2-to-5-years-270123500130
Data Analyst,Avnet,3-6 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-avnet-technology-solutions-i-pvt-ltd-bangalore-bengaluru-3-to-6-years-250223500650
Data Analyst,Avnet,2-6 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-avnet-india-pvt-ltd-bangalore-bengaluru-2-to-6-years-250223500482
Data Analyst,KPI Partners,3-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-kpi-partners-inc-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-3-to-5-years-230223502196
Data Analyst,Alp Consulting,2-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-alp-consulting-ltd-bangalore-bengaluru-2-to-4-years-230223501409
Data Analyst,Drishti Works,2-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-drishti-works-mumbai-2-to-5-years-100122500881
Data Analyst - IOT,Otis,1-3 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-iot-otis-mumbai-maldah-malda-1-to-3-years-081222500649
Data scientist / Data Analyst / AI Expert,Innovadors Lab,1-2 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-scientist-data-analyst-ai-expert-innovadors-lab-pvt-ltd-bhubaneswar-1-to-2-years-300421500568
Data analyst in Python,Cliqhr Recruitment Services,4-7 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-in-python-cliqhr-recruitment-services-mumbai-hyderabad-secunderabad-chennai-bangalore-bengaluru-4-to-7-years-310123919962
Onsite Opportunity -Data-Analyst,Cliqhr Recruitment Services,6-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-onsite-opportunity-data-analyst-cliqhr-recruitment-services-mumbai-hyderabad-secunderabad-chennai-bangalore-bengaluru-6-to-8-years-310123918800
Onsite Opportunity -Data-Analyst,Cliqhr,6-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-onsite-opportunity-data-analyst-cliqhr-mumbai-hyderabad-secunderabad-chennai-bangalore-bengaluru-6-to-8-years-300323905801
Data analyst in Python,Cliqhr,4-7 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-in-python-cliqhr-mumbai-hyderabad-secunderabad-chennai-bangalore-bengaluru-4-to-7-years-300323905552
DATA ANALYST,Cliqhr,6-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-cliqhr-mumbai-hyderabad-secunderabad-chennai-bangalore-bengaluru-6-to-8-years-300323904391
Data Analyst,Manpowergroup Services India,4-9 Yrs,12-22 Lacs PA,https://www.naukri.com/job-listings-data-analyst-manpowergroup-services-india-navi-mumbai-mumbai-all-areas-4-to-9-years-030423001962
Data Analyst,Cyient,2-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-cyient-limited-hyderabad-secunderabad-2-to-5-years-290323500507
Data Analyst - Data Request / Privacy / Compliance (Jira / Salesforce),A Global MNC BPO,3-8 Yrs,7-11 Lacs PA,https://www.naukri.com/job-listings-data-analyst-data-request-privacy-compliance-jira-salesforce-a-global-mnc-bpo-hyderabad-secunderabad-3-to-8-years-290323010741
Data Analyst,S&P Global Inc.,1-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-s-p-global-inc-hyderabad-secunderabad-gurgaon-gurugram-ahmedabad-1-to-4-years-250323500451
Data Analyst,S&P Global Inc.,1-3 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-s-p-global-inc-ahmedabad-1-to-3-years-230323502605
LNG Data Analyst,S&P Global Inc.,4-9 Yrs,Not disclosed,https://www.naukri.com/job-listings-lng-data-analyst-s-p-global-inc-gurgaon-gurugram-4-to-9-years-050423501085
Data Analyst,S&P Global Inc.,1-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-s-p-global-inc-gurgaon-gurugram-1-to-4-years-030423501314
Data Analyst I,DUN &amp; BRADSTREET INFORMATION SERVICES INDIA PRIVATE LIMITED,1-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-i-dun-amp-bradstreet-information-services-india-private-limited-hyderabad-secunderabad-1-to-4-years-290421501429
Data Analyst,S&P Global Inc.,1-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-s-p-global-inc-ahmedabad-1-to-4-years-280223501751
Data Analyst,S&P Global Inc.,1-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-s-p-global-inc-hyderabad-secunderabad-1-to-4-years-250323500452
Data Analyst,Paypal,7-10 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-paypal-holdings-inc-chennai-7-to-10-years-210123500259
Data Analyst,S&P Global Inc.,1-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-s-p-global-inc-ahmedabad-1-to-4-years-170223504532
Data Analyst,TNS Holdings,2-3 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-tns-holdings-remote-2-to-3-years-170123500001
Data Analyst,S&P Global Inc.,1-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-s-p-global-inc-hyderabad-secunderabad-1-to-4-years-150323503314
data analyst,Disha Consultants,4-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-disha-consultant-jaipur-4-to-8-years-141221500865
Data Analyst,Reliance Games,2-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-reliance-games-pune-2-to-5-years-130921500438
Data Analyst,S&P Global Inc.,1-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-s-p-global-inc-gurgaon-gurugram-1-to-4-years-130223500396
Data Analyst,Cyient,2-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-cyient-limited-hyderabad-secunderabad-2-to-5-years-100123501123
Data Analyst,S&P Global Inc.,1-6 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-s-p-global-inc-ahmedabad-1-to-6-years-100123500671
Data Analyst,S&P Global Inc.,1-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-s-p-global-inc-ahmedabad-1-to-4-years-020323500541
Hiring For Data Analyst,Live Connections,3-6 Yrs,1-3.5 Lacs PA,https://www.naukri.com/job-listings-hiring-for-data-analyst-live-connections-hyderabad-secunderabad-3-to-6-years-130423009170
Data Analyst,Rendered Ideas Softgame Pvt Ltd,2-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-rendered-ideas-softgame-pvt-ltd-mumbai-suburban-mira-bhayander-2-to-5-years-270323001421
"InfoSec Analyst ( ISO, Data Privacy, GDPR)",Secure Meters,3-6 Yrs,Not disclosed,https://www.naukri.com/job-listings-infosec-analyst-iso-data-privacy-gdpr-secure-meters-gurgaon-gurugram-3-to-6-years-291222007263
Data Analyst,Ecolab Digital Center (EDC),3-7 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-ecolab-digital-center-edc-bangalore-bengaluru-3-to-7-years-280323914011
Data Analyst,Koch Industries,5-10 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-koch-business-solutions-india-private-limited-bangalore-bengaluru-5-to-10-years-250323904045
Data Analyst,Toolyt,1-3 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-toolyt-bangalore-bengaluru-1-to-3-years-220223500850
Data Analyst,Ralph Lauren,4-9 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-ralph-lauren-bangalore-bengaluru-4-to-9-years-180323501239
Data Analyst,Koch Industries,5-6 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-koch-technology-center-bangalore-bengaluru-5-to-6-years-170323501289
Data Analyst,EMBIBE,1-3 Yrs,5-15 Lacs PA,https://www.naukri.com/job-listings-data-analyst-embibe-bangalore-bengaluru-1-to-3-years-300323008577
Data Analyst - 2023 Graduate,Xoom,5-7 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-2023-graduate-xoom-inc-chennai-bangalore-bengaluru-5-to-7-years-300123501136
Data Analyst,Havas Media,2-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-havas-media-india-pvt-ltd-mumbai-2-to-4-years-290323501054
Data Analyst,Qcom,3-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-qcom-hyderabad-secunderabad-bangalore-bengaluru-3-to-5-years-270323500439
Data Analyst,EXL,2-3 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-exl-noida-gurgaon-gurugram-bangalore-bengaluru-delhi-ncr-2-to-3-years-270323001824
Data Analyst,Glean,4-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-glean-bangalore-bengaluru-4-to-8-years-250323500958
Data Analyst,Mann+Hummel,3-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-mann-hummel-bangalore-bengaluru-3-to-5-years-250223500468
Data Analyst,Reed Elsevier,2-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-reed-elsevier-india-a-part-of-relx-india-pvt-ltd-bangalore-bengaluru-2-to-5-years-240323500489
Data Analyst,Heisetasse Beverages,1-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-heisetasse-beverages-bangalore-bengaluru-1-to-4-years-240323003771
Data Analyst,Koch Industries,2-6 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-koch-technology-center-bangalore-bengaluru-2-to-6-years-240223500054
Data Analyst,NR Consulting,5-6 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-nr-consulting-bangalore-bengaluru-5-to-6-years-230323502035
Data Analyst,Phenom Placement Consultants,3-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-phenom-placement-consultancy-mumbai-hyderabad-secunderabad-3-to-8-years-210123500297
Data Analyst,Quotient Four Technologies,3-6 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-quotient-four-technologies-pvt-ltd-bangalore-bengaluru-3-to-6-years-200223500125
data analyst,Etomate Technology,2-7 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-etomate-technology-llp-bangalore-bengaluru-2-to-7-years-170118501679
Data Analyst,Gnani Innovations,3-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-gnani-ai-bangalore-bengaluru-3-to-5-years-160323501946
Data Analyst,Course5 Intelligence,1-2 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-course5i-intelligence-pvt-ltd-bangalore-bengaluru-1-to-2-years-150223500182
data analyst,Talent Zone Consultant,1-3 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-talent-zone-consultant-bangalore-bengaluru-1-to-3-years-140223500101
data analyst looker,Talent Zone Consultant,5-6 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-looker-talent-zone-consultant-bangalore-bengaluru-5-to-6-years-100423500485
Data Analyst,Zolostays Property Solutions Pvt Ltd,2-3 Yrs,5-6 Lacs PA,https://www.naukri.com/job-listings-data-analyst-zolostays-property-solutions-pvt-ltd-bangalore-bengaluru-2-to-3-years-100423006702
Data Analyst,Gensler,3-6 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-gensler-bangalore-bengaluru-3-to-6-years-090822500749
Data Analyst,Aecom,3-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-aecom-india-private-limited-bangalore-bengaluru-3-to-5-years-070423905790
Item Data Analyst,Target,4-6 Yrs,Not disclosed,https://www.naukri.com/job-listings-item-data-analyst-target-corporation-india-pvt-ltd-bangalore-bengaluru-4-to-6-years-070423501950
Data Analyst,MRI Software,2-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-mri-software-bangalore-bengaluru-vadodara-baroda-2-to-5-years-070423501050
Data Analyst,K20s - Kinetic Technologies,2-3 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-k20s-kinetic-technologies-private-limited-bangalore-bengaluru-2-to-3-years-060423501546
Data Analyst,Qualitest,10-20 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-qualitest-india-private-limited-bangalore-bengaluru-10-to-20-years-050423501717
Data Analyst,M3 (eu) Ltd,5-7 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-m3-eu-ltd-bangalore-bengaluru-5-to-7-years-040423500015
Data Analyst,Vantageiq Technologies Opc,2-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-vantageiq-technologies-opc-chennai-bangalore-bengaluru-2-to-4-years-030423005260
Data Analyst,Omnicom Media Group,3-8 Yrs,3-6.5 Lacs PA,https://www.naukri.com/job-listings-data-analyst-omnicom-media-group-hyderabad-secunderabad-gurgaon-gurugram-bangalore-bengaluru-3-to-8-years-030223011808
Data Analyst,Target,3-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-target-corporation-india-pvt-ltd-bangalore-bengaluru-3-to-5-years-020223501963
Data Analyst,Orion It Services,5-6 Yrs,"70,000-80,000 PA",https://www.naukri.com/job-listings-data-analyst-orion-it-services-noida-ghaziabad-greater-noida-delhi-ncr-5-to-6-years-280323013514
Data Analyst,Herbolab India,3-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-herbolab-india-mumbai-all-areas-3-to-8-years-280323012522
SIOP Data Analyst,Johnson Controls,3-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-siop-data-analyst-johnson-controls-pune-3-to-5-years-270323500962
Events Data Analyst,Business Television India,1-2 Yrs,Not disclosed,https://www.naukri.com/job-listings-events-data-analyst-bloomberg-utv-mumbai-1-to-2-years-210223500152
Data Analyst-Level B,Jardine Lloyd Thompson,1-2 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-level-b-jardine-lloyd-thompson-india-pvt-ltd-mumbai-gurgaon-gurugram-1-to-2-years-090323500878
Data Analyst,Johnson Controls,3-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-johnson-controls-pune-3-to-5-years-080223502671
Data Analyst and Monitoring,Technoserve,2-4 Yrs,9-12 Lacs PA,https://www.naukri.com/job-listings-data-analyst-and-monitoring-technoserve-mumbai-2-to-4-years-070423003426
Data Analyst,Concerto.ai,3-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-concerto-ai-bangalore-bengaluru-3-to-5-years-060421500162
Data Analyst,Coforge,4-7 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-coforge-noida-greater-noida-4-to-7-years-050423501582
Data Analyst,Sterling Infosystems,2-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-sterling-check-mumbai-2-to-4-years-010223500021
Data Analyst,Springrole India,3-6 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-springrole-bengaluru-bangalore-3-to-6-years-280121501107
Data Analyst,Trusting Social,4-6 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-trusting-social-bangalore-bengaluru-4-to-6-years-240223501915
Data Analyst,Whatdigital,4-6 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-whatdigital-bangalore-bengaluru-4-to-6-years-131022501396
Data Analyst,Mm Staffing & Career Consultants,5-7 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-mm-staffing-career-consultants-private-limited-bangalore-bengaluru-5-to-7-years-081222503253
Data Analyst,Target,2-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-target-corporation-india-pvt-ltd-bangalore-bengaluru-2-to-4-years-070123500597
Data Analyst III,Vimeo,4-9 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-iii-vimeo-technologies-private-limited-bangalore-bengaluru-4-to-9-years-310123500588
Data Analyst,TMD - The Modern Dimension,3-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-tmd-the-modern-dimension-new-delhi-bangalore-bengaluru-3-to-8-years-300821501009
Data Analyst,Nextgrowth Labs,1-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-nextgrowth-labs-bangalore-bengaluru-1-to-4-years-300322500811
data analyst,infoveave,1-3 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-infoveave-bangalore-bengaluru-1-to-3-years-291222501110
Data Analyst,Pure Storage,1-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-pure-storage-bangalore-bengaluru-1-to-4-years-290622500498
Data Analyst,ZapCom,2-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-zapcom-group-bangalore-bengaluru-2-to-5-years-290622500050
Data Analyst,Biofourmis,2-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-biofourmis-india-private-limited-bangalore-bengaluru-2-to-4-years-290422501115
Data Analyst,GM Infotech,2-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-gm-infotech-bangalore-bengaluru-2-to-5-years-280223501504
Data Analyst L5,Varite,2-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-l5-varite-bangalore-bengaluru-2-to-5-years-280123500732
Data Analyst,Goalreify Ventures,2-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-goalreify-ventures-bangalore-bengaluru-2-to-5-years-270922501854
Data Analyst,Goalreify Ventures,2-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-goalreify-ventures-bangalore-bengaluru-2-to-5-years-270922501853
Data Analyst,Goalreify Ventures,1-2 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-goalreify-ventures-bangalore-bengaluru-1-to-2-years-270922501852
Data Analyst,Globals Ites,3-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-globals-ites-pvt-ltd-bangalore-bengaluru-3-to-5-years-260421500684
Data Analyst,Thompsons Hr Consulting,2-7 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-thompsons-hr-consulting-bangalore-bengaluru-2-to-7-years-250422500932
Data Analyst,Quin Bay Technologies,3-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-quinbay-technology-bangalore-bengaluru-3-to-8-years-250123500138
Data Analyst,Varite,2-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-varite-bangalore-bengaluru-2-to-5-years-241222500009
Data Analyst,Janes,1-3 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-janes-bangalore-bengaluru-1-to-3-years-240922500985
Data Analyst-Bangalore,iT People Corporation,3-6 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-bangalore-it-people-corporation-india-p-ltd-bangalore-bengaluru-3-to-6-years-240822502217
Data Analyst - 3,Varite,5-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-3-varite-bangalore-bengaluru-5-to-8-years-240822501187
Data Analyst - 3,Varite,5-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-3-varite-bangalore-bengaluru-5-to-8-years-240822501185
Data Analyst,Varite,3-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-varite-bangalore-bengaluru-3-to-5-years-240822501175
Data analyst,Varite,2-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-varite-bangalore-bengaluru-2-to-5-years-240822501168
Data Analyst,Etomate Technology,1-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-etomate-technology-llp-bangalore-bengaluru-1-to-4-years-240322502079
Data Analyst,"Quotient, Inc.",1-3 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-quotient-inc-bangalore-bengaluru-1-to-3-years-240320501476
Data Analyst,Creditaccess Grameen,2-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-creditaccess-grameen-bangalore-bengaluru-2-to-5-years-231222501745
Data Analyst,AARNA HR SOLUTIONS PVT. LTD.,3-7 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-aarna-hr-solutions-pvt-ltd-bengaluru-bangalore-3-to-7-years-231116500025
Data Analyst,Pure Storage,1-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-pure-storage-bangalore-bengaluru-1-to-4-years-230922501360
Data Analyst,Diverse Lynx,1-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-diverse-lynx-bangalore-bengaluru-1-to-5-years-220222501324
Data Analyst,Cityinfo Services,15-18 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-cityinfo-services-pvt-ltd-bangalore-bengaluru-15-to-18-years-210622501601
Data Analyst,Acme Services,2-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-acme-services-bangalore-bengaluru-2-to-5-years-210223503774
